id,胜,平,负,胜概率,平概率,负概率,返概率,凯利走势1,凯利走势2,凯利走势3
3233758,2.09,3.64,3.11,44.52,25.56,29.92,93.05,0.93,0.93,0.93
3203566,2.71,3.46,2.43,34.50,27.02,38.48,93.50,0.93,0.93,0.94
3209473,2.1,3.15,3.62,44.51,29.67,25.82,93.47,0.93,0.93,0.93
3204164,1.35,5.01,6.86,68.20,18.38,13.42,92.07,0.92,0.92,0.92
3204165,1.81,3.84,3.65,50.83,23.96,25.21,92.01,0.92,0.92,0.92
3204166,1.51,4.3,5.19,60.90,21.38,17.72,91.96,0.92,0.92,0.92
3202596,1.35,4.94,8.86,70.14,19.17,10.69,94.69,0.95,0.95,0.95
3202598,4.12,3.11,2.03,22.97,30.42,46.61,94.62,0.95,0.95,0.95
3202144,4.73,4.02,1.68,20.03,23.57,56.40,94.75,0.95,0.95,0.95
3213304,5.48,3.91,1.61,17.23,24.14,58.63,94.40,0.94,0.94,0.94
3202789,1.97,3.75,3.54,48.03,25.23,26.73,94.63,0.95,0.95,0.95
3213302,5.47,3.53,1.69,17.28,26.78,55.94,94.53,0.95,0.95,0.95
3202136,6.99,4.38,1.46,13.54,21.61,64.84,94.67,0.95,0.95,0.95
3202133,2.45,3.51,2.75,38.63,26.96,34.41,94.63,0.95,0.95,0.95
3202155,2.71,3.62,2.43,34.92,26.14,38.94,94.63,0.95,0.95,0.95
3212945,1.48,4.53,6.3,64.04,20.92,15.04,94.77,0.95,0.95,0.95
3212948,2.22,3.26,3.31,42.52,28.96,28.52,94.40,0.94,0.94,0.94
3212942,2.05,3.62,3.43,46.21,26.17,27.62,94.73,0.95,0.95,0.95
3212943,2.29,3.6,2.92,41.32,26.28,32.40,94.61,0.95,0.95,0.95
3212939,1.39,4.93,7.43,68.07,19.19,12.73,94.62,0.95,0.95,0.95
3202594,2.84,2.95,2.73,33.30,32.06,34.64,94.57,0.95,0.95,0.95
3202593,1.7,3.68,5.05,55.60,25.68,18.72,94.52,0.95,0.95,0.95
3212941,2.09,3.5,3.43,45.32,27.06,27.62,94.72,0.95,0.95,0.95
3202142,1.53,4.42,5.76,62.04,21.48,16.48,94.93,0.95,0.95,0.95
3213307,2.55,3.17,2.86,37.09,29.84,33.07,94.58,0.95,0.95,0.95
3213300,1.27,5.79,10.47,74.59,16.36,9.05,94.73,0.95,0.95,0.95
3202148,1.84,3.77,4.05,51.48,25.13,23.39,94.73,0.95,0.95,0.95
3202145,2.88,3.42,2.41,32.93,27.73,39.35,94.83,0.95,0.95,0.95
3202597,4.16,3.48,1.89,22.75,27.19,50.06,94.62,0.95,0.95,0.95
3212949,3.15,3.7,2.13,30.03,25.56,44.41,94.59,0.95,0.95,0.95
3208040,2.06,3.23,3.81,45.90,29.28,24.82,94.56,0.95,0.95,0.95
3202599,1.25,6.3,10.36,75.81,15.04,9.15,94.76,0.95,0.95,0.95
3202151,4.63,4.55,1.62,20.51,20.87,58.62,94.96,0.95,0.95,0.95
3213305,6.56,3.71,1.58,14.45,25.55,60.00,94.80,0.95,0.95,0.95
3202139,4.77,4.07,1.67,19.89,23.31,56.80,94.86,0.95,0.95,0.95
3209486,2.88,2.95,2.6,32.43,31.66,35.92,93.39,0.93,0.93,0.93
3209490,2.39,2.97,3.17,39.08,31.45,29.47,93.41,0.93,0.93,0.93
3202177,1.92,3.77,3.71,49.34,25.13,25.53,94.73,0.95,0.95,0.95
3202183,3.03,3.49,2.27,31.22,27.11,41.67,94.60,0.95,0.95,0.95
3202161,2.07,3.62,3.41,45.90,26.24,27.86,95.00,0.95,0.95,0.95
3209484,2.05,3.31,3.57,45.59,28.23,26.18,93.46,0.93,0.93,0.93
3209491,6.65,4.38,1.45,14.08,21.37,64.55,93.60,0.94,0.94,0.94
3202172,1.08,12.32,24.68,88.38,7.75,3.87,95.46,0.95,0.95,0.96
3202170,1.46,4.8,6.18,64.92,19.75,15.34,94.78,0.95,0.95,0.95
3209487,1.79,3.76,4.1,52.28,24.89,22.83,93.59,0.94,0.94,0.94
3209488,2.25,3.1,3.3,41.53,30.15,28.32,93.45,0.93,0.93,0.93
3202186,4.25,3.76,1.81,22.33,25.24,52.43,94.90,0.95,0.95,0.95
3209483,2.87,3.18,2.45,32.53,29.36,38.11,93.37,0.93,0.93,0.93
3202180,2.17,3.84,3.01,43.74,24.72,31.54,94.92,0.95,0.95,0.95
3202323,7.12,5.3,1.38,13.33,17.91,68.77,94.90,0.95,0.95,0.95
3202212,1.63,4.53,4.54,58.18,20.93,20.89,94.83,0.95,0.95,0.95
3225397,1.15,7.59,16.07,81.76,12.39,5.85,94.03,0.94,0.94,0.94
3202205,9.43,6.3,1.27,10.08,15.09,74.84,95.04,0.95,0.95,0.95
3213309,2.33,3.16,3.23,40.67,29.99,29.34,94.77,0.95,0.95,0.95
3213315,3.05,3.23,2.39,31.05,29.32,39.63,94.71,0.95,0.95,0.95
3225417,2.88,2.95,2.6,32.43,31.66,35.92,93.39,0.93,0.93,0.93
3202199,2.27,3.41,3.11,41.74,27.79,30.47,94.76,0.95,0.95,0.95
3202197,2.65,3.07,2.85,35.80,30.91,33.29,94.88,0.95,0.95,0.95
3213311,7.87,5.02,1.37,12.03,18.86,69.11,94.68,0.95,0.95,0.95
3202194,1.52,4.3,6.09,62.38,22.05,15.57,94.82,0.95,0.95,0.95
3213314,1.9,3.28,4.48,49.92,28.91,21.17,94.84,0.95,0.95,0.95
3213313,2.52,2.82,3.25,37.47,33.48,29.05,94.42,0.94,0.94,0.94
3213317,2.55,3.25,2.82,37.19,29.18,33.63,94.84,0.95,0.95,0.95
3209514,2.04,3.16,3.81,45.85,29.60,24.55,93.53,0.94,0.94,0.94
3209508,2.92,3.49,2.28,32.08,26.84,41.08,93.67,0.94,0.94,0.94
3209509,1.29,5.24,9.48,72.35,17.81,9.84,93.33,0.93,0.93,0.93
3209512,4.51,3.83,1.71,20.77,24.46,54.78,93.67,0.94,0.94,0.94
3209515,2.04,3.33,3.59,45.85,28.09,26.06,93.54,0.94,0.94,0.94
3209511,1.74,3.42,4.95,53.76,27.35,18.90,93.53,0.94,0.94,0.94
3209516,1.93,3.27,4.1,48.52,28.64,22.84,93.65,0.94,0.94,0.94
3202324,5.82,4.46,1.52,16.30,21.27,62.42,94.88,0.95,0.95,0.95
3209517,3.2,3.25,2.22,29.19,28.74,42.07,93.40,0.93,0.93,0.93
3209510,2.61,3.3,2.62,35.88,28.38,35.74,93.65,0.94,0.94,0.94
3344080,1.81,3.54,4.57,52.43,26.81,20.76,94.90,0.95,0.95,0.95
3209518,3.15,3.35,2.2,29.65,27.88,42.46,93.41,0.93,0.93,0.93
3209513,2.56,3.19,2.72,36.45,29.25,34.30,93.31,0.93,0.93,0.93
3209507,1.48,4.19,6.48,63.23,22.33,14.44,93.58,0.94,0.94,0.94
3213347,3.11,2.98,2.49,30.37,31.70,37.93,94.45,0.94,0.94,0.94
3206452,3.47,3.44,2.09,27.26,27.49,45.25,94.58,0.95,0.95,0.95
3206442,1.5,4.17,6.53,62.92,22.63,14.45,94.37,0.94,0.94,0.94
3225420,3.71,3.09,2.08,25.10,30.13,44.77,93.12,0.93,0.93,0.93
3202222,4.55,3.6,1.8,20.87,26.38,52.75,94.96,0.95,0.95,0.95
3225441,1.33,5.34,7.49,70.10,17.46,12.45,93.23,0.93,0.93,0.93
3202220,1.33,5.56,8.35,71.51,17.10,11.39,95.10,0.95,0.95,0.95
3202223,3.54,3.81,1.96,26.77,24.87,48.35,94.77,0.95,0.95,0.95
3213346,2.57,3.01,2.97,36.78,31.40,31.82,94.52,0.95,0.95,0.95
3225438,1.87,3.21,4.48,50.00,29.13,20.87,93.50,0.94,0.94,0.93
3202218,1.68,3.85,4.96,56.34,24.58,19.08,94.64,0.95,0.95,0.95
3202228,1.24,6.84,10.0,76.61,13.89,9.50,95.00,0.95,0.95,0.95
3202229,3.25,3.57,2.14,29.16,26.55,44.29,94.78,0.95,0.95,0.95
3213332,3.4,3.06,2.29,27.81,30.90,41.29,94.55,0.95,0.95,0.95
3225423,2.32,2.98,3.28,40.23,31.32,28.45,93.33,0.93,0.93,0.93
3225435,1.66,3.32,5.98,56.26,28.13,15.62,93.38,0.93,0.93,0.93
3225429,2.09,3.09,3.73,44.71,30.24,25.05,93.44,0.93,0.93,0.93
3213345,1.76,3.55,4.86,53.82,26.68,19.49,94.73,0.95,0.95,0.95
3202224,1.54,4.17,5.93,61.39,22.67,15.94,94.54,0.95,0.95,0.95
3213319,2.51,3.04,3.03,37.68,31.11,31.21,94.57,0.95,0.95,0.95
3206438,3.3,3.16,2.29,28.69,29.96,41.35,94.68,0.95,0.95,0.95
3202226,1.35,5.36,7.73,70.10,17.66,12.24,94.64,0.95,0.95,0.95
3206446,1.29,5.31,10.24,73.05,17.75,9.20,94.24,0.94,0.94,0.94
3213343,2.89,2.92,2.71,32.72,32.38,34.89,94.56,0.95,0.95,0.95
3202233,3.79,3.42,2.02,25.10,27.81,47.09,95.12,0.95,0.95,0.95
3225426,2.12,3.14,3.56,44.04,29.73,26.23,93.36,0.93,0.93,0.93
3206454,1.81,3.82,4.15,52.36,24.81,22.84,94.77,0.95,0.95,0.95
3206440,1.98,3.43,3.81,47.69,27.53,24.78,94.42,0.94,0.94,0.94
3244501,2.12,3.23,3.35,43.68,28.67,27.64,92.61,0.93,0.93,0.93
3244500,2.47,3.24,2.73,37.49,28.58,33.92,92.61,0.93,0.93,0.93
3212952,3.42,3.71,2.03,27.73,25.56,46.71,94.83,0.95,0.95,0.95
3203580,2.91,3.32,2.34,32.05,28.09,39.86,93.27,0.93,0.93,0.93
3204176,1.48,4.5,5.23,62.04,20.40,17.56,91.82,0.92,0.92,0.92
3206456,4.75,3.66,1.74,19.89,25.81,54.30,94.48,0.94,0.94,0.94
3204181,3.48,3.79,1.86,26.39,24.23,49.38,91.84,0.92,0.92,0.92
3244499,2.5,3.14,2.75,36.96,29.43,33.60,92.41,0.92,0.92,0.92
3206552,3.95,3.45,1.96,24.04,27.52,48.44,94.95,0.95,0.95,0.95
3213352,1.99,3.43,3.8,47.53,27.58,24.89,94.59,0.95,0.95,0.95
3345955,1.65,4.22,4.41,56.65,22.15,21.20,93.48,0.93,0.93,0.93
3244502,2.33,3.3,2.86,39.67,28.01,32.32,92.43,0.92,0.92,0.92
3204174,2.39,3.54,2.6,38.54,26.02,35.43,92.12,0.92,0.92,0.92
3202605,2.82,3.11,2.62,33.52,30.40,36.08,94.53,0.95,0.95,0.95
3213355,4.42,2.96,2.04,21.46,32.04,46.50,94.85,0.95,0.95,0.95
3345942,6.56,4.73,1.42,14.27,19.79,65.93,93.63,0.94,0.94,0.94
3213348,1.32,5.36,8.79,71.61,17.64,10.75,94.53,0.95,0.95,0.94
3345974,1.51,4.33,5.69,61.95,21.61,16.44,93.55,0.94,0.94,0.94
3202607,2.07,3.19,3.82,45.65,29.62,24.73,94.49,0.94,0.94,0.94
3212955,2.32,3.41,3.0,40.76,27.73,31.52,94.55,0.95,0.95,0.95
3212951,7.76,5.55,1.34,12.21,17.07,70.72,94.76,0.95,0.95,0.95
3206556,2.79,3.3,2.52,33.87,28.63,37.50,94.49,0.94,0.94,0.95
3213356,5.67,3.83,1.61,16.66,24.66,58.67,94.47,0.94,0.94,0.94
3202608,4.87,3.56,1.74,19.35,26.48,54.17,94.26,0.94,0.94,0.94
3212960,3.39,3.43,2.12,27.88,27.55,44.57,94.50,0.95,0.94,0.94
3206558,3.15,3.23,2.32,30.00,29.26,40.74,94.51,0.95,0.95,0.95
3345956,1.47,4.41,6.15,63.60,21.20,15.20,93.49,0.93,0.93,0.93
3212954,3.08,3.31,2.32,30.69,28.56,40.75,94.53,0.95,0.95,0.95
3345943,1.64,4.02,4.79,57.13,23.31,19.56,93.70,0.94,0.94,0.94
3203572,1.89,3.35,4.17,49.57,27.97,22.47,93.68,0.94,0.94,0.94
3212957,1.86,3.85,3.85,50.86,24.57,24.57,94.60,0.95,0.95,0.95
3213354,1.31,5.17,10.22,72.38,18.34,9.28,94.82,0.95,0.95,0.95
3203570,1.36,5.02,7.42,68.77,18.63,12.60,93.52,0.94,0.94,0.93
3206560,1.95,3.5,3.88,48.55,27.05,24.40,94.67,0.95,0.95,0.95
3345959,1.64,3.93,5.03,57.36,23.94,18.70,94.07,0.94,0.94,0.94
3206554,1.1,10.39,19.66,86.07,9.11,4.82,94.68,0.95,0.95,0.95
3202603,1.3,5.21,10.63,72.90,18.19,8.91,94.76,0.95,0.95,0.95
3206550,2.08,3.37,3.57,45.46,28.06,26.49,94.55,0.95,0.95,0.95
3206460,6.14,4.03,1.55,15.42,23.49,61.09,94.68,0.95,0.95,0.95
3213357,9.2,5.1,1.33,10.29,18.56,71.16,94.64,0.95,0.95,0.95
3213349,2.65,3.14,2.8,35.84,30.24,33.92,94.97,0.95,0.95,0.95
3212950,3.83,3.63,1.93,24.76,26.12,49.13,94.81,0.95,0.95,0.95
3212961,1.35,5.12,8.31,70.12,18.49,11.39,94.66,0.95,0.95,0.95
3213320,2.12,3.14,3.75,44.63,30.13,25.23,94.62,0.95,0.95,0.95
3201949,2.99,3.32,2.39,31.73,28.58,39.69,94.87,0.95,0.95,0.95
3212964,1.69,4.11,4.49,55.94,23.00,21.06,94.54,0.95,0.95,0.95
3201945,5.25,4.17,1.6,18.05,22.72,59.23,94.76,0.95,0.95,0.95
3209445,2.25,3.3,3.1,41.53,28.32,30.15,93.45,0.93,0.93,0.93
3209439,2.28,3.27,3.1,41.11,28.66,30.23,93.72,0.94,0.94,0.94
3212965,6.2,4.75,1.46,15.26,19.92,64.82,94.63,0.95,0.95,0.95
3362024,3.54,3.68,1.9,26.14,25.15,48.71,92.55,0.93,0.93,0.93
3212971,1.9,3.76,3.77,49.77,25.15,25.08,94.56,0.95,0.95,0.95
3201951,1.51,4.71,5.55,62.79,20.13,17.08,94.81,0.95,0.95,0.95
3201939,5.01,4.45,1.59,18.95,21.34,59.71,94.94,0.95,0.95,0.95
3213324,4.29,3.55,1.84,22.03,26.62,51.36,94.49,0.95,0.95,0.95
3362025,2.02,3.36,3.48,45.84,27.56,26.61,92.59,0.93,0.93,0.93
3201938,1.37,5.26,7.4,69.18,18.02,12.81,94.77,0.95,0.95,0.95
3201944,3.82,3.61,1.94,24.83,26.28,48.89,94.85,0.95,0.95,0.95
3212962,1.12,9.74,18.35,85.03,9.78,5.19,95.24,0.95,0.95,0.95
3212968,1.71,4.0,4.48,55.27,23.63,21.10,94.52,0.95,0.95,0.95
3362034,1.48,4.1,6.16,62.45,22.54,15.00,92.43,0.92,0.92,0.92
3201942,3.71,3.62,1.97,25.59,26.22,48.19,94.93,0.95,0.95,0.95
3201955,1.37,5.16,7.57,69.13,18.36,12.51,94.71,0.95,0.95,0.95
3212963,2.56,3.21,2.82,36.96,29.48,33.56,94.63,0.95,0.95,0.95
3201953,1.27,5.9,10.33,74.73,16.09,9.19,94.90,0.95,0.95,0.95
3201941,3.43,3.15,2.25,27.68,30.14,42.19,94.93,0.95,0.95,0.95
3362027,2.3,3.19,3.0,40.20,28.98,30.82,92.46,0.92,0.92,0.92
3212966,2.01,3.78,3.41,47.14,25.07,27.79,94.76,0.95,0.95,0.95
3212967,2.06,3.3,3.75,46.01,28.72,25.27,94.77,0.95,0.95,0.95
3213342,1.51,4.18,6.41,62.62,22.62,14.75,94.56,0.95,0.95,0.95
3204185,1.32,5.08,7.52,69.67,18.10,12.23,91.96,0.92,0.92,0.92
3209531,2.2,3.07,3.46,42.51,30.46,27.03,93.52,0.94,0.94,0.94
3225453,1.22,6.21,11.34,76.68,15.07,8.25,93.56,0.94,0.94,0.94
3208042,1.8,3.31,5.01,52.55,28.57,18.88,94.58,0.95,0.95,0.95
3204187,1.33,5.29,6.97,69.34,17.43,13.23,92.22,0.92,0.92,0.92
3233767,2.33,3.49,2.8,40.00,26.71,33.29,93.21,0.93,0.93,0.93
3213358,1.47,4.23,7.13,64.36,22.37,13.27,94.61,0.95,0.95,0.95
3204184,2.34,3.41,2.71,39.22,26.91,33.87,91.78,0.92,0.92,0.92
3212975,2.67,3.53,2.53,35.57,26.90,37.53,94.96,0.95,0.95,0.95
3206465,1.96,3.42,3.92,48.24,27.64,24.12,94.54,0.95,0.95,0.95
3244507,2.7,3.2,2.51,34.25,28.90,36.85,92.48,0.92,0.92,0.92
3244503,2.12,3.42,3.16,43.65,27.06,29.29,92.55,0.93,0.93,0.93
3233774,4.02,3.6,1.84,23.25,25.96,50.79,93.46,0.93,0.93,0.93
3206471,4.99,4.31,1.61,19.02,22.02,58.96,94.92,0.95,0.95,0.95
3201968,5.8,4.88,1.44,16.09,19.12,64.79,93.30,0.93,0.93,0.93
3201980,4.34,3.67,1.75,21.45,25.36,53.19,93.08,0.93,0.93,0.93
3212972,1.25,6.19,10.35,75.60,15.27,9.13,94.50,0.95,0.95,0.94
3213365,2.3,3.05,3.22,40.51,30.55,28.94,93.18,0.93,0.93,0.93
3212973,1.13,8.29,15.32,82.64,11.26,6.10,93.38,0.93,0.93,0.93
3212978,1.54,4.24,5.2,60.26,21.89,17.85,92.81,0.93,0.93,0.93
3212977,2.82,3.47,2.4,33.47,27.20,39.33,94.39,0.94,0.94,0.94
3202609,1.74,3.37,4.49,52.53,27.12,20.35,91.39,0.91,0.91,0.91
3202791,6.79,4.39,1.47,13.96,21.58,64.46,94.76,0.95,0.95,0.95
3206463,3.82,3.78,1.83,24.40,24.66,50.94,93.22,0.93,0.93,0.93
3201988,2.75,3.24,2.61,34.45,29.24,36.30,94.75,0.95,0.95,0.95
3201970,1.55,4.12,5.99,61.16,23.01,15.83,94.80,0.95,0.95,0.95
3212974,3.31,3.52,2.14,28.68,26.97,44.36,94.92,0.95,0.95,0.95
3213359,2.33,3.15,3.24,40.67,30.08,29.25,94.76,0.95,0.95,0.95
3213364,1.31,5.22,9.81,72.23,18.13,9.65,94.62,0.95,0.95,0.95
3213361,1.92,3.34,4.21,49.24,28.31,22.46,94.54,0.95,0.95,0.95
3212979,2.76,3.17,2.64,34.29,29.86,35.85,94.65,0.95,0.95,0.95
3201977,7.72,5.17,1.37,12.30,18.37,69.33,94.98,0.95,0.95,0.95
3212981,1.89,3.69,3.92,50.14,25.68,24.18,94.77,0.95,0.95,0.95
3201974,2.53,3.36,2.77,37.50,28.24,34.26,94.89,0.95,0.95,0.95
3213366,2.17,3.41,3.31,43.63,27.77,28.60,94.68,0.95,0.95,0.95
3213367,4.77,3.63,1.75,19.84,26.07,54.08,94.65,0.95,0.95,0.95
3206469,1.57,4.32,5.27,60.19,21.88,17.93,94.50,0.94,0.95,0.94
3201982,2.3,3.38,3.1,41.28,28.09,30.63,94.95,0.95,0.95,0.95
3202613,2.27,3.07,3.43,41.65,30.79,27.56,94.54,0.95,0.95,0.95
3202614,1.15,7.99,15.95,82.23,11.84,5.93,94.57,0.95,0.95,0.95
3202615,3.1,2.84,2.62,30.54,33.33,36.13,94.66,0.95,0.95,0.95
3201985,1.38,4.86,7.98,68.64,19.49,11.87,94.72,0.95,0.95,0.95
3278966,1.57,4.18,5.56,60.31,22.65,17.03,94.69,0.95,0.95,0.95
3278997,3.08,3.85,2.13,30.81,24.65,44.55,94.89,0.95,0.95,0.95
3279072,2.86,3.69,2.31,33.19,25.72,41.09,94.92,0.95,0.95,0.95
3279019,4.19,4.21,1.73,22.64,22.53,54.83,94.86,0.95,0.95,0.95
3279000,2.69,3.29,2.68,35.44,28.98,35.58,95.34,0.95,0.95,0.95
3279030,8.29,5.57,1.32,11.40,16.97,71.62,94.54,0.95,0.95,0.95
3279059,2.55,3.44,2.68,37.14,27.53,35.34,94.70,0.95,0.95,0.95
3279015,3.24,3.15,2.33,29.25,30.08,40.67,94.76,0.95,0.95,0.95
3279051,1.29,5.74,9.72,73.67,16.56,9.78,95.03,0.95,0.95,0.95
3279091,8.61,5.22,1.34,11.02,18.18,70.80,94.88,0.95,0.95,0.95
3278979,1.23,6.31,12.44,77.29,15.07,7.64,95.07,0.95,0.95,0.95
3279075,1.06,14.0,27.81,89.78,6.80,3.42,95.17,0.95,0.95,0.95
3278980,2.43,3.15,3.07,39.02,30.10,30.88,94.81,0.95,0.95,0.95
3279064,2.47,3.62,2.68,38.40,26.20,35.39,94.86,0.95,0.95,0.95
3279437,1.73,3.59,4.87,54.43,26.23,19.34,94.17,0.94,0.94,0.94
3279482,2.73,3.32,2.52,34.42,28.30,37.28,93.96,0.94,0.94,0.94
3279503,2.61,3.32,2.66,36.14,28.41,35.46,94.31,0.94,0.94,0.94
3279469,2.67,3.21,2.66,35.27,29.33,35.40,94.16,0.94,0.94,0.94
3279425,1.44,4.83,6.14,65.25,19.45,15.30,93.95,0.94,0.94,0.94
3279509,2.14,3.35,3.38,44.02,28.12,27.87,94.19,0.94,0.94,0.94
3279527,1.81,3.69,4.2,52.04,25.53,22.43,94.20,0.94,0.94,0.94
3279462,2.86,3.7,2.28,33.03,25.53,41.43,94.47,0.94,0.94,0.94
3279466,2.43,3.06,3.08,38.71,30.74,30.54,94.07,0.94,0.94,0.94
3279521,7.32,4.73,1.4,12.86,19.90,67.24,94.13,0.94,0.94,0.94
3279432,2.74,3.47,2.45,34.39,27.15,38.46,94.22,0.94,0.94,0.94
3279485,1.53,4.44,5.51,61.64,21.24,17.12,94.31,0.94,0.94,0.94
3279405,3.39,3.43,2.1,27.76,27.43,44.81,94.10,0.94,0.94,0.94
3279504,2.03,3.23,3.89,46.50,29.23,24.27,94.40,0.94,0.94,0.94
3244512,3.04,3.25,2.26,30.48,28.51,41.00,92.67,0.93,0.93,0.93
3225477,2.34,3.06,3.16,39.92,30.52,29.56,93.41,0.93,0.93,0.93
3206480,1.98,3.48,3.77,47.75,27.17,25.08,94.55,0.95,0.95,0.95
3213375,2.21,3.08,3.59,42.86,30.75,26.39,94.72,0.95,0.95,0.95
3244513,1.54,3.83,5.83,60.02,24.13,15.85,92.42,0.92,0.92,0.92
3244520,2.77,2.98,2.6,33.39,31.04,35.57,92.49,0.92,0.92,0.92
3204195,1.88,3.55,3.68,49.01,25.95,25.04,92.14,0.92,0.92,0.92
3212991,1.45,4.86,6.27,65.38,19.51,15.12,94.80,0.95,0.95,0.95
3203612,3.99,3.67,1.83,23.43,25.48,51.09,93.50,0.93,0.94,0.93
3233781,1.49,4.44,5.61,62.45,20.96,16.59,93.06,0.93,0.93,0.93
3209561,1.69,3.61,4.96,55.28,25.88,18.84,93.43,0.93,0.93,0.93
3202620,2.45,3.15,3.03,38.66,30.07,31.26,94.73,0.95,0.95,0.95
3204197,1.28,5.73,7.44,71.66,16.01,12.33,91.73,0.92,0.92,0.92
3233777,2.29,3.53,2.83,40.68,26.39,32.92,93.17,0.93,0.93,0.93
3212985,11.36,6.71,1.22,8.33,14.10,77.57,94.63,0.95,0.95,0.95
3213374,2.49,2.88,3.26,38.05,32.89,29.06,94.73,0.95,0.95,0.95
3202619,1.94,3.57,3.87,48.91,26.58,24.52,94.88,0.95,0.95,0.95
3202016,5.78,4.06,1.58,16.44,23.41,60.15,95.04,0.95,0.95,0.95
3201994,1.69,3.7,5.25,56.22,25.68,18.10,95.02,0.95,0.95,0.95
3212982,1.96,3.5,3.84,48.30,27.05,24.65,94.67,0.95,0.95,0.95
3212987,3.17,3.44,2.23,29.91,27.57,42.52,94.82,0.95,0.95,0.95
3212988,3.54,3.57,2.03,26.77,26.55,46.68,94.77,0.95,0.95,0.95
3202015,6.4,4.93,1.44,14.83,19.25,65.92,94.92,0.95,0.95,0.95
3212984,1.5,4.69,5.69,63.15,20.20,16.65,94.73,0.95,0.95,0.95
3202004,2.28,3.79,2.85,41.64,25.05,33.31,94.94,0.95,0.95,0.95
3201991,1.99,3.59,3.68,47.73,26.46,25.81,94.98,0.95,0.95,0.95
3202002,1.1,10.87,20.48,86.59,8.76,4.65,95.25,0.95,0.95,0.95
3202624,12.31,6.56,1.22,7.71,14.47,77.82,94.94,0.95,0.95,0.95
3234140,2.78,3.08,2.6,33.65,30.37,35.98,93.55,0.94,0.94,0.94
3244537,2.1,3.21,3.44,44.16,28.89,26.96,92.73,0.93,0.93,0.93
3213001,1.1,10.88,19.17,86.32,8.73,4.95,94.95,0.95,0.95,0.95
3204215,1.72,3.59,4.37,53.40,25.58,21.02,91.85,0.92,0.92,0.92
3206523,2.45,3.13,3.04,38.63,30.24,31.13,94.64,0.95,0.95,0.95
3233795,1.85,3.52,4.05,50.44,26.51,23.04,93.32,0.93,0.93,0.93
3369122,1.29,5.78,8.75,72.96,16.28,10.76,94.12,0.94,0.94,0.94
3213389,3.66,3.35,2.08,25.96,28.36,45.68,95.01,0.95,0.95,0.95
3233800,3.33,3.6,2.03,28.05,25.94,46.01,93.40,0.93,0.93,0.93
3206527,1.42,5.33,6.11,66.72,17.78,15.51,94.74,0.95,0.95,0.95
3202638,1.41,4.42,8.59,67.42,21.51,11.07,95.07,0.95,0.95,0.95
3204216,1.88,3.75,3.46,48.91,24.52,26.57,91.95,0.92,0.92,0.92
3244536,2.3,3.22,3.0,40.31,28.79,30.90,92.71,0.93,0.93,0.93
3244532,1.57,4.03,5.11,58.93,22.96,18.11,92.53,0.93,0.93,0.93
3213002,2.55,3.61,2.58,37.11,26.21,36.68,94.63,0.95,0.95,0.95
3213390,5.09,3.86,1.68,18.70,24.66,56.65,95.17,0.95,0.95,0.95
3369117,2.8,3.67,2.31,33.61,25.64,40.74,94.12,0.94,0.94,0.94
3202639,1.95,3.71,3.68,48.65,25.57,25.78,94.87,0.95,0.95,0.95
3369120,2.72,3.35,2.53,34.64,28.12,37.24,94.21,0.94,0.94,0.94
3206525,2.36,3.42,2.92,40.03,27.62,32.35,94.47,0.94,0.94,0.94
3213008,1.79,3.53,4.64,52.83,26.79,20.38,94.57,0.95,0.95,0.95
3213004,1.96,3.85,3.53,48.44,24.66,26.90,94.95,0.95,0.95,0.95
3369469,1.89,3.49,4.04,49.77,26.95,23.28,94.06,0.94,0.94,0.94
3206519,1.24,6.16,11.76,76.53,15.40,8.07,94.89,0.95,0.95,0.95
3202634,1.74,3.65,4.87,54.53,25.99,19.48,94.87,0.95,0.95,0.95
3213010,3.59,3.41,2.08,26.46,27.86,45.68,95.01,0.95,0.95,0.95
3202636,5.18,4.08,1.62,18.29,23.22,58.49,94.75,0.95,0.95,0.95
3213395,2.38,2.88,3.5,39.90,32.97,27.13,94.96,0.95,0.95,0.95
3369123,12.12,7.01,1.2,7.79,13.48,78.73,94.47,0.94,0.94,0.94
3213009,1.65,3.99,5.09,57.55,23.80,18.65,94.95,0.95,0.95,0.95
3206516,5.5,4.12,1.58,17.19,22.95,59.85,94.57,0.95,0.95,0.95
3225530,1.65,3.83,4.94,56.66,24.41,18.93,93.49,0.93,0.93,0.94
3206517,2.93,3.25,2.46,32.34,29.15,38.51,94.74,0.95,0.95,0.95
3206531,1.68,4.01,4.73,56.37,23.61,20.02,94.69,0.95,0.95,0.95
3213394,1.44,4.3,7.78,65.79,22.03,12.18,94.74,0.95,0.95,0.95
3208044,1.59,3.7,6.41,59.60,25.61,14.78,94.77,0.95,0.95,0.95
3202640,1.77,3.4,5.1,53.54,27.87,18.58,94.77,0.95,0.95,0.95
3213393,4.37,3.22,1.94,21.69,29.44,48.87,94.80,0.95,0.95,0.95
3213392,1.3,5.48,9.96,73.11,17.34,9.54,95.05,0.95,0.95,0.95
3213388,1.92,3.56,3.94,49.34,26.61,24.05,94.74,0.95,0.95,0.95
3369114,1.68,4.25,4.24,55.82,22.06,22.12,93.78,0.94,0.94,0.94
3213007,2.27,3.54,3.02,41.79,26.80,31.41,94.86,0.95,0.95,0.95
3390098,1.88,3.63,4.06,50.48,26.14,23.38,94.90,0.95,0.95,0.95
3209592,1.93,3.4,3.91,48.51,27.54,23.95,93.63,0.94,0.94,0.94
