id,胜,平,负,胜概率,平概率,负概率,返概率,凯利走势1,凯利走势2,凯利走势3
2872430,1.87,3.52,4.3,50.86,27.02,22.12,95.11,0.95,0.95,0.95
2872434,1.29,5.6,9.65,73.31,16.89,9.80,94.57,0.95,0.95,0.95
2804831,1.73,3.98,4.5,54.97,23.89,21.13,95.10,0.95,0.95,0.95
2872427,1.67,3.43,6.03,56.69,27.60,15.70,94.68,0.95,0.95,0.95
2696839,2.86,3.03,2.53,32.53,30.70,36.77,93.03,0.93,0.93,0.93
2804835,1.37,5.04,7.85,69.14,18.79,12.07,94.72,0.95,0.95,0.95
2694353,7.73,4.68,1.4,12.24,20.21,67.56,94.58,0.95,0.95,0.95
2688077,1.68,3.64,4.91,55.44,25.59,18.97,93.14,0.93,0.93,0.93
2696917,2.05,3.22,3.63,45.43,28.92,25.65,93.12,0.93,0.93,0.93
2693438,2.49,2.82,3.36,38.11,33.65,28.24,94.89,0.95,0.95,0.95
2689612,2.37,3.37,2.68,38.65,27.18,34.18,91.59,0.92,0.92,0.92
2688190,2.27,3.22,3.11,41.07,28.95,29.98,93.23,0.93,0.93,0.93
2689610,2.0,3.31,3.46,45.82,27.69,26.49,91.65,0.92,0.92,0.92
2689468,1.64,4.05,4.3,55.98,22.67,21.35,91.81,0.92,0.92,0.92
2686747,1.7,3.77,4.92,55.67,25.10,19.23,94.63,0.95,0.95,0.95
2689365,1.29,5.35,8.11,71.42,17.22,11.36,92.13,0.92,0.92,0.92
2689364,1.72,3.85,4.06,53.46,23.89,22.65,91.96,0.92,0.92,0.92
2687669,1.82,3.79,4.07,51.88,24.92,23.20,94.43,0.94,0.94,0.94
2689471,1.37,4.72,6.87,67.13,19.48,13.39,91.97,0.92,0.92,0.92
2689470,3.1,3.45,2.09,29.57,26.57,43.86,91.67,0.92,0.92,0.92
2686743,1.38,5.15,7.26,68.59,18.38,13.04,94.65,0.95,0.95,0.95
2686750,2.06,3.43,3.59,45.99,27.62,26.39,94.74,0.95,0.95,0.95
2686758,3.0,3.36,2.35,31.55,28.17,40.28,94.65,0.95,0.95,0.95
2685151,2.66,3.05,2.86,35.69,31.12,33.19,94.93,0.95,0.95,0.95
2685164,4.01,3.59,1.91,23.72,26.49,49.79,95.10,0.95,0.95,0.95
2686760,4.1,3.77,1.84,23.17,25.20,51.63,95.00,0.95,0.95,0.95
2737127,3.21,2.96,2.46,29.50,32.00,38.50,94.71,0.95,0.95,0.95
2686741,1.1,10.74,21.04,86.60,8.87,4.53,95.26,0.95,0.95,0.95
2685155,1.44,4.5,7.33,65.94,21.10,12.95,94.96,0.95,0.95,0.95
2693433,2.57,3.28,2.77,36.88,28.90,34.22,94.79,0.95,0.95,0.95
2685154,9.2,4.95,1.35,10.34,19.21,70.45,95.11,0.95,0.95,0.95
2685163,4.16,3.71,1.85,22.88,25.66,51.46,95.20,0.95,0.95,0.95
2693443,2.01,3.19,4.09,47.14,29.70,23.16,94.74,0.95,0.95,0.95
2694352,1.7,3.83,4.86,55.75,24.75,19.50,94.78,0.95,0.95,0.95
2686762,3.39,3.58,2.08,27.96,26.47,45.57,94.78,0.95,0.95,0.95
2693440,1.74,3.8,4.65,54.58,24.99,20.42,94.97,0.95,0.95,0.95
2686745,1.85,3.66,4.12,51.16,25.86,22.97,94.65,0.95,0.95,0.95
2694345,4.63,3.63,1.77,20.44,26.08,53.48,94.66,0.95,0.95,0.95
2686753,2.48,3.08,3.09,38.35,30.88,30.78,95.10,0.95,0.95,0.95
2693444,1.62,4.03,5.27,58.50,23.52,17.98,94.77,0.95,0.95,0.95
2685182,2.28,3.24,3.27,41.65,29.31,29.04,94.96,0.95,0.95,0.95
2693434,3.35,3.27,2.23,28.36,29.05,42.60,94.99,0.95,0.95,0.95
2685165,1.28,5.85,10.27,74.44,16.29,9.28,95.28,0.95,0.95,0.95
2685152,7.03,4.51,1.46,13.56,21.14,65.30,95.34,0.95,0.95,0.95
2693436,3.59,2.75,2.42,26.39,34.45,39.15,94.75,0.95,0.95,0.95
2694351,1.69,3.67,5.3,56.20,25.88,17.92,94.98,0.95,0.95,0.95
2685160,1.63,3.77,5.71,58.21,25.17,16.62,94.89,0.95,0.95,0.95
2694348,1.34,4.74,10.19,70.71,19.99,9.30,94.75,0.95,0.95,0.95
2684999,3.0,3.25,2.47,31.87,29.42,38.71,95.61,0.96,0.96,0.96
2804836,1.35,5.12,8.52,70.32,18.54,11.14,94.93,0.95,0.95,0.95
2696929,1.86,3.29,4.4,50.30,28.44,21.26,93.56,0.94,0.94,0.94
2804832,1.41,4.71,7.57,67.31,20.15,12.54,94.91,0.95,0.95,0.95
2696928,1.67,3.78,4.86,56.01,24.74,19.25,93.54,0.94,0.94,0.94
2696925,1.86,3.36,4.25,50.22,27.80,21.98,93.41,0.93,0.93,0.93
2696935,5.38,3.57,1.66,17.40,26.22,56.38,93.60,0.94,0.94,0.94
2696933,1.71,3.44,5.21,54.79,27.23,17.98,93.68,0.94,0.94,0.94
2685004,1.45,4.55,7.85,66.52,21.20,12.29,96.45,0.96,0.96,0.96
2696931,3.21,3.18,2.26,29.16,29.43,41.41,93.59,0.94,0.94,0.94
2696934,4.46,3.46,1.8,20.98,27.04,51.98,93.56,0.94,0.94,0.94
2804834,2.31,3.86,2.78,41.16,24.63,34.20,95.09,0.95,0.95,0.95
2696932,1.82,3.33,4.48,51.21,27.99,20.80,93.20,0.93,0.93,0.93
2804829,2.86,3.31,2.5,33.24,28.72,38.03,95.08,0.95,0.95,0.95
2872437,1.34,5.18,8.7,70.79,18.31,10.90,94.85,0.95,0.95,0.95
2872449,5.8,3.89,1.57,16.17,24.11,59.73,93.77,0.94,0.94,0.94
2872429,3.3,3.03,2.37,28.72,31.28,39.99,94.79,0.95,0.95,0.95
2872454,2.56,3.2,2.73,36.53,29.22,34.25,93.51,0.94,0.94,0.94
2872431,2.03,3.52,3.62,46.78,26.98,26.24,94.97,0.95,0.95,0.95
2872448,1.21,6.03,13.77,77.61,15.57,6.82,93.91,0.94,0.94,0.94
2872460,1.38,4.44,8.48,67.86,21.09,11.04,93.65,0.94,0.94,0.94
2872455,2.47,3.31,2.75,37.82,28.22,33.97,93.40,0.93,0.93,0.93
2872441,2.01,3.2,4.1,47.21,29.65,23.14,94.88,0.95,0.95,0.95
2872452,3.0,3.13,2.4,31.17,29.87,38.96,93.50,0.94,0.93,0.94
2872432,3.27,3.13,2.33,29.00,30.30,40.70,94.83,0.95,0.95,0.95
2872435,4.61,3.78,1.75,20.60,25.13,54.27,94.98,0.95,0.95,0.95
2872438,3.55,3.69,1.99,26.70,25.68,47.62,94.77,0.95,0.95,0.95
2872443,1.43,4.63,7.26,66.41,20.51,13.08,94.96,0.95,0.95,0.95
2687656,1.58,4.17,5.45,59.92,22.70,17.37,94.68,0.95,0.95,0.95
2689473,7.53,4.8,1.34,12.21,19.16,68.63,91.96,0.92,0.92,0.92
2689475,3.7,3.6,1.85,24.83,25.52,49.66,91.86,0.92,0.92,0.92
2694354,1.41,4.79,7.4,67.34,19.82,12.83,94.96,0.95,0.95,0.95
2689614,2.51,3.13,2.68,36.52,29.28,34.20,91.66,0.92,0.92,0.92
2688293,2.16,3.34,3.21,43.11,27.88,29.01,93.12,0.93,0.93,0.93
2689367,2.9,3.24,2.28,31.58,28.26,40.16,91.57,0.92,0.92,0.92
2686773,1.84,3.91,3.87,51.39,24.18,24.43,94.55,0.95,0.95,0.95
2689474,1.22,6.18,9.63,75.52,14.91,9.57,92.14,0.92,0.92,0.92
2688191,2.11,3.23,3.44,44.12,28.82,27.06,93.09,0.93,0.93,0.93
2689366,3.29,3.89,1.89,27.88,23.58,48.54,91.73,0.92,0.92,0.92
2693452,4.09,3.56,1.89,23.19,26.64,50.18,94.83,0.95,0.95,0.95
2685145,5.45,3.75,1.66,17.43,25.33,57.23,95.01,0.95,0.95,0.95
2694361,1.77,3.79,4.38,53.44,24.96,21.60,94.60,0.95,0.95,0.95
2685138,4.4,3.59,1.82,21.54,26.40,52.07,94.76,0.95,0.95,0.95
2685137,1.47,4.16,7.69,64.74,22.88,12.38,95.18,0.95,0.95,0.95
2693456,2.05,3.3,3.76,46.16,28.67,25.17,94.63,0.95,0.95,0.95
2693446,1.51,4.0,7.06,62.84,23.72,13.44,94.89,0.95,0.95,0.95
2694358,3.57,3.17,2.18,26.57,29.92,43.51,94.85,0.95,0.95,0.95
2686785,5.73,4.28,1.54,16.50,22.09,61.40,94.56,0.95,0.95,0.95
2686788,2.36,3.36,2.99,40.13,28.19,31.68,94.72,0.95,0.95,0.95
2685146,2.34,3.19,3.19,40.53,29.73,29.73,94.85,0.95,0.95,0.95
2685130,1.72,3.78,4.83,55.21,25.12,19.66,94.97,0.95,0.95,0.95
2693453,2.92,3.06,2.59,32.45,30.97,36.58,94.75,0.95,0.95,0.95
2686767,1.52,4.55,5.67,62.42,20.85,16.73,94.87,0.95,0.95,0.95
2694360,3.62,3.32,2.1,26.22,28.59,45.19,94.91,0.95,0.95,0.95
2686793,2.17,3.4,3.36,43.78,27.94,28.28,95.01,0.95,0.95,0.95
2685132,1.87,3.77,3.95,50.78,25.19,24.04,94.95,0.95,0.95,0.95
2694356,3.01,2.83,2.71,31.50,33.51,34.99,94.82,0.95,0.95,0.95
2693447,2.21,3.44,3.27,43.14,27.71,29.15,95.33,0.95,0.95,0.95
2687659,1.48,4.62,6.04,63.88,20.46,15.65,94.55,0.95,0.95,0.95
2694362,4.85,3.44,1.8,19.59,27.62,52.79,95.02,0.95,0.95,0.95
2686778,2.04,3.35,3.73,46.38,28.25,25.37,94.63,0.95,0.95,0.95
2694355,1.59,3.79,6.14,59.58,24.99,15.43,94.73,0.95,0.95,0.95
2693454,1.4,4.45,8.61,67.70,21.30,11.01,94.77,0.95,0.95,0.95
2693729,2.97,3.14,2.5,31.91,30.18,37.91,94.77,0.95,0.95,0.95
2685128,1.26,5.77,11.53,75.32,16.45,8.23,94.90,0.95,0.95,0.95
2686776,2.37,3.07,3.24,39.94,30.84,29.22,94.67,0.95,0.95,0.95
2686769,4.61,4.4,1.64,20.58,21.56,57.85,94.88,0.95,0.95,0.95
2693992,2.02,3.27,3.95,46.97,29.01,24.02,94.87,0.95,0.95,0.95
2687660,2.92,3.38,2.37,32.30,27.90,39.80,94.32,0.94,0.94,0.94
2693450,2.77,2.91,2.86,34.24,32.59,33.16,94.85,0.95,0.95,0.95
2788508,39.09,11.88,1.05,2.41,7.93,89.67,94.15,0.94,0.94,0.94
2789002,1.66,3.69,5.38,56.87,25.58,17.55,94.40,0.94,0.94,0.94
2788502,1.21,6.31,13.28,77.95,14.95,7.10,94.32,0.94,0.94,0.94
2788503,3.46,3.27,2.15,27.27,28.85,43.88,94.34,0.94,0.94,0.94
2788990,1.82,3.42,4.54,51.73,27.53,20.74,94.15,0.94,0.94,0.94
2788492,2.9,3.05,2.6,32.61,31.01,36.38,94.58,0.95,0.95,0.95
2788505,2.9,2.94,2.66,32.50,32.06,35.44,94.26,0.94,0.94,0.94
2788981,1.01,37.06,71.33,96.02,2.62,1.36,96.98,0.97,0.97,0.97
2788488,34.76,11.76,1.06,2.72,8.04,89.24,94.59,0.95,0.95,0.95
2788500,2.21,3.2,3.41,42.76,29.53,27.71,94.50,0.94,0.94,0.94
2788501,2.42,3.01,3.13,38.80,31.20,30.00,93.90,0.94,0.94,0.94
2788506,1.35,4.6,9.69,69.79,20.48,9.72,94.22,0.94,0.94,0.94
2788486,1.66,3.88,5.09,57.01,24.39,18.59,94.64,0.95,0.95,0.95
2788507,4.76,3.39,1.8,19.81,27.81,52.38,94.28,0.94,0.94,0.94
2788533,1.01,23.97,70.79,94.66,3.99,1.35,95.61,0.96,0.96,0.96
2689476,1.1,8.54,16.76,83.72,10.78,5.49,92.09,0.92,0.92,0.92
2788532,2.55,2.91,3.08,36.98,32.40,30.62,94.30,0.94,0.94,0.94
2788522,1.3,5.29,10.04,72.72,17.87,9.42,94.53,0.95,0.95,0.95
2788991,22.58,8.44,1.11,4.16,11.14,84.70,94.01,0.94,0.94,0.94
2788498,1.4,4.41,8.74,67.68,21.48,10.84,94.75,0.95,0.95,0.95
2789007,15.16,6.26,1.2,6.23,15.08,78.69,94.43,0.94,0.94,0.94
2788997,2.24,3.13,3.41,42.15,30.16,27.69,94.41,0.94,0.94,0.94
2689620,1.25,5.69,8.79,73.43,16.13,10.44,91.78,0.92,0.92,0.92
2689477,1.61,3.77,4.93,57.02,24.35,18.62,91.81,0.92,0.92,0.92
2788485,1.38,4.66,8.28,68.36,20.24,11.39,94.34,0.94,0.94,0.94
2689619,2.81,3.2,2.36,32.59,28.61,38.80,91.57,0.92,0.92,0.92
2789034,16.07,6.08,1.2,5.87,15.52,78.61,94.34,0.94,0.94,0.94
2788982,18.55,7.3,1.15,5.08,12.92,82.00,94.30,0.94,0.94,0.94
2788527,1.18,6.86,15.42,80.09,13.78,6.13,94.51,0.95,0.95,0.95
2788518,5.07,3.54,1.73,18.65,26.71,54.65,94.54,0.95,0.95,0.95
2788523,3.12,3.15,2.37,30.24,29.95,39.81,94.35,0.94,0.94,0.94
2788529,1.39,4.39,9.32,68.22,21.60,10.17,94.83,0.95,0.95,0.95
2789024,1.38,4.61,8.81,68.68,20.56,10.76,94.78,0.95,0.95,0.95
2788517,3.78,3.09,2.12,24.96,30.53,44.51,94.35,0.94,0.94,0.94
2788526,16.48,6.87,1.17,5.72,13.72,80.56,94.26,0.94,0.94,0.94
2788528,1.17,7.08,16.75,80.96,13.38,5.66,94.73,0.95,0.95,0.95
2788509,1.35,4.94,8.61,69.93,19.11,10.96,94.40,0.94,0.94,0.94
2788520,6.99,4.27,1.47,13.53,22.15,64.33,94.56,0.95,0.95,0.95
2788530,4.4,3.37,1.87,21.47,28.03,50.51,94.45,0.94,0.94,0.94
2788525,1.55,3.83,6.54,60.91,24.65,14.44,94.41,0.94,0.94,0.94
2789049,1.01,30.67,83.08,95.69,3.15,1.16,96.64,0.97,0.97,0.96
2788524,1.26,5.48,12.37,75.09,17.26,7.65,94.61,0.95,0.95,0.95
2687693,2.82,3.25,2.54,33.58,29.14,37.28,94.70,0.95,0.95,0.95
2685103,1.27,5.96,10.17,74.74,15.93,9.33,94.92,0.95,0.95,0.95
2694366,1.82,3.59,4.47,52.24,26.49,21.27,95.08,0.95,0.95,0.95
2687677,1.9,3.46,4.13,49.77,27.33,22.90,94.57,0.95,0.95,0.95
2685121,3.23,3.08,2.39,29.41,30.84,39.75,95.00,0.95,0.95,0.95
2693464,3.32,3.07,2.34,28.57,30.90,40.53,94.85,0.95,0.95,0.95
2694367,1.53,3.85,7.08,61.98,24.63,13.39,94.82,0.95,0.95,0.95
2693467,9.41,5.18,1.33,10.11,18.36,71.53,95.13,0.95,0.95,0.95
2685108,2.38,3.23,3.09,39.89,29.39,30.72,94.93,0.95,0.95,0.95
2685101,2.54,3.23,2.85,37.35,29.37,33.28,94.86,0.95,0.95,0.95
2685104,1.61,4.05,5.37,58.92,23.42,17.66,94.85,0.95,0.95,0.95
2685106,1.62,3.88,5.66,58.69,24.51,16.80,95.08,0.95,0.95,0.95
2685499,4.76,4.05,1.63,19.62,23.07,57.31,93.41,0.93,0.93,0.93
2693459,1.68,3.49,5.87,56.57,27.23,16.19,95.05,0.95,0.95,0.95
2687688,1.56,4.22,5.63,60.73,22.45,16.83,94.73,0.95,0.95,0.95
2685124,2.33,3.45,3.0,40.78,27.54,31.67,95.02,0.95,0.95,0.95
2694369,1.96,3.36,4.12,48.57,28.33,23.10,95.19,0.95,0.95,0.95
2693685,2.54,3.07,2.98,37.32,30.88,31.81,94.79,0.95,0.95,0.95
2694372,2.36,3.17,3.16,40.14,29.88,29.98,94.73,0.95,0.95,0.95
2694368,3.66,3.22,2.12,25.89,29.42,44.69,94.74,0.95,0.95,0.95
2687675,5.53,3.75,1.64,17.10,25.22,57.67,94.58,0.95,0.95,0.95
2693461,1.42,4.51,8.24,67.24,21.17,11.59,95.48,0.95,0.95,0.96
2685123,1.74,3.67,4.87,54.60,25.89,19.51,95.01,0.95,0.95,0.95
2687679,2.69,3.43,2.54,35.17,27.58,37.25,94.61,0.95,0.95,0.95
2687691,1.41,5.08,6.77,67.30,18.68,14.02,94.90,0.95,0.95,0.95
2693465,1.18,7.59,13.43,80.43,12.50,7.07,94.91,0.95,0.95,0.95
2694370,1.36,4.75,9.73,70.12,20.08,9.80,95.37,0.95,0.95,0.95
2687689,3.28,3.34,2.21,28.85,28.33,42.82,94.63,0.95,0.95,0.95
2870867,2.01,3.67,3.42,46.83,25.65,27.52,94.13,0.94,0.94,0.94
2856502,5.25,3.78,1.66,18.01,25.02,56.97,94.57,0.95,0.95,0.95
2870866,1.17,7.28,14.61,80.59,12.95,6.45,94.29,0.94,0.94,0.94
2685227,1.61,4.21,5.16,59.02,22.57,18.41,95.02,0.95,0.95,0.95
2851248,1.52,3.86,6.87,61.92,24.38,13.70,94.12,0.94,0.94,0.94
2856501,2.49,3.11,2.94,37.77,30.24,31.99,94.05,0.94,0.94,0.94
2684987,1.72,3.8,4.9,55.44,25.10,19.46,95.36,0.95,0.95,0.95
2851939,2.5,3.44,2.73,37.84,27.50,34.65,94.61,0.95,0.95,0.95
2685006,2.25,3.49,3.21,42.63,27.49,29.88,95.92,0.96,0.96,0.96
2684995,3.26,3.26,2.34,29.47,29.47,41.06,96.08,0.96,0.96,0.96
2684989,2.59,3.38,2.72,36.79,28.19,35.03,95.27,0.95,0.95,0.95
2684985,5.53,4.13,1.6,17.26,23.10,59.64,95.42,0.95,0.95,0.95
2870868,4.63,3.5,1.78,20.31,26.87,52.83,94.03,0.94,0.94,0.94
2870869,1.98,3.27,3.98,47.55,28.79,23.66,94.15,0.94,0.94,0.94
2696972,2.26,3.05,3.33,41.33,30.62,28.05,93.40,0.93,0.93,0.93
2696967,2.57,3.18,2.72,36.32,29.36,34.32,93.35,0.93,0.93,0.93
2696963,2.93,2.97,2.55,31.89,31.46,36.64,93.44,0.93,0.93,0.93
2687680,1.52,4.2,6.27,62.33,22.56,15.11,94.74,0.95,0.95,0.95
2696969,1.35,4.72,8.8,69.47,19.87,10.66,93.79,0.94,0.94,0.94
2696965,2.7,3.31,2.52,34.64,28.25,37.11,93.52,0.94,0.94,0.94
2696966,1.61,3.84,5.32,58.08,24.35,17.58,93.50,0.94,0.94,0.94
2693479,2.21,3.28,3.4,43.03,29.00,27.97,95.10,0.95,0.95,0.95
2694379,6.77,4.47,1.47,14.04,21.27,64.68,95.08,0.95,0.95,0.95
2696968,2.59,3.09,2.76,36.02,30.19,33.80,93.28,0.93,0.93,0.93
2694377,5.78,3.59,1.67,16.47,26.52,57.01,95.21,0.95,0.95,0.95
2694378,1.36,4.86,8.94,69.83,19.54,10.62,94.97,0.95,0.95,0.95
2696961,2.22,3.39,3.09,42.14,27.59,30.27,93.54,0.94,0.94,0.94
2696962,1.67,3.54,5.33,56.02,26.43,17.55,93.55,0.94,0.94,0.94
2685058,3.84,3.47,1.99,24.78,27.42,47.81,95.14,0.95,0.95,0.95
2693475,1.49,4.68,6.03,63.88,20.34,15.78,95.18,0.95,0.95,0.95
2685064,2.01,3.52,3.75,47.46,27.10,25.44,95.40,0.95,0.95,0.95
2687690,4.09,3.76,1.83,23.13,25.16,51.70,94.62,0.95,0.95,0.95
2685072,4.8,3.54,1.78,19.79,26.84,53.37,95.00,0.95,0.95,0.95
2686836,6.37,4.75,1.46,14.92,20.00,65.08,95.02,0.95,0.95,0.95
2685078,2.7,3.41,2.58,35.23,27.90,36.87,95.13,0.95,0.95,0.95
2685056,1.59,4.08,5.58,59.71,23.27,17.02,94.95,0.95,0.95,0.95
2694373,1.66,3.84,5.28,57.25,24.75,18.00,95.04,0.95,0.95,0.95
2685077,11.79,6.1,1.25,8.09,15.63,76.28,95.35,0.95,0.95,0.95
2686831,1.66,3.9,5.1,57.11,24.31,18.59,94.80,0.95,0.95,0.95
2694381,3.32,2.87,2.47,28.56,33.04,38.39,94.83,0.95,0.95,0.95
2694376,2.8,2.9,2.86,33.96,32.79,33.25,95.09,0.95,0.95,0.95
2685059,2.9,3.23,2.51,32.75,29.41,37.84,94.98,0.95,0.95,0.95
2687681,5.61,4.31,1.55,16.89,21.98,61.13,94.75,0.95,0.95,0.95
2693477,3.24,3.37,2.23,29.29,28.16,42.55,94.89,0.95,0.95,0.95
2685062,2.05,3.4,3.65,46.20,27.85,25.95,94.71,0.95,0.95,0.95
2687694,2.81,3.25,2.54,33.66,29.10,37.24,94.58,0.95,0.95,0.95
2693478,4.73,3.39,1.83,20.08,28.02,51.90,94.98,0.95,0.95,0.95
2686843,2.43,3.56,2.75,38.97,26.60,34.43,94.69,0.95,0.95,0.95
2687692,1.63,3.95,5.27,58.07,23.96,17.96,94.66,0.95,0.95,0.95
2686840,1.92,3.7,3.78,49.34,25.60,25.06,94.73,0.95,0.95,0.95
2687687,3.68,3.74,1.93,25.70,25.29,49.01,94.58,0.95,0.95,0.95
2693473,1.66,3.71,5.5,57.17,25.58,17.25,94.90,0.95,0.95,0.95
2686847,3.03,3.29,2.37,31.26,28.79,39.96,94.70,0.95,0.95,0.95
2687676,2.79,2.78,2.96,33.94,34.06,31.99,94.70,0.95,0.95,0.95
2685066,2.66,3.57,2.54,35.81,26.68,37.50,95.26,0.95,0.95,0.95
2687684,1.98,3.7,3.54,47.75,25.55,26.70,94.54,0.95,0.95,0.95
2886923,2.37,3.12,3.22,40.07,30.44,29.49,94.97,0.95,0.95,0.95
2886921,1.8,3.38,4.91,52.66,28.04,19.30,94.78,0.95,0.95,0.95
2886900,1.69,3.75,5.25,56.42,25.42,18.16,95.34,0.95,0.95,0.95
2886940,3.2,3.2,2.27,29.33,29.33,41.34,93.85,0.94,0.94,0.94
2886905,2.32,3.26,3.21,41.08,29.23,29.69,95.30,0.95,0.95,0.95
2886902,1.63,4.2,5.12,58.60,22.74,18.66,95.52,0.96,0.96,0.96
2886922,1.49,4.43,6.4,63.73,21.43,14.84,94.96,0.95,0.95,0.95
2886943,3.72,3.19,2.07,25.23,29.42,45.34,93.86,0.94,0.94,0.94
2847604,2.63,3.09,2.6,34.93,29.73,35.34,91.87,0.92,0.92,0.92
2847603,2.09,2.9,3.8,44.04,31.74,24.22,92.04,0.92,0.92,0.92
2886942,2.59,3.18,2.74,36.24,29.51,34.25,93.85,0.94,0.94,0.94
2886941,4.97,3.61,1.71,18.93,26.06,55.01,94.07,0.94,0.94,0.94
2886903,2.69,3.08,2.83,35.41,30.93,33.66,95.26,0.95,0.95,0.95
2886920,1.36,4.94,8.76,69.90,19.24,10.85,95.07,0.95,0.95,0.95
2693518,2.14,3.11,3.79,44.39,30.55,25.06,95.00,0.95,0.95,0.95
2686871,2.26,3.3,3.25,42.01,28.77,29.21,94.95,0.95,0.95,0.95
2689659,1.19,6.22,11.53,77.25,14.78,7.97,91.93,0.92,0.92,0.92
2687714,3.29,3.74,2.07,28.83,25.36,45.82,94.84,0.95,0.95,0.95
2688301,1.85,3.39,4.19,50.32,27.46,22.22,93.09,0.93,0.93,0.93
2689490,5.91,4.44,1.45,15.61,20.78,63.62,92.24,0.92,0.92,0.92
2689489,3.52,3.4,1.95,26.04,26.96,47.00,91.66,0.92,0.92,0.92
2694383,4.63,3.49,1.82,20.53,27.24,52.23,95.06,0.95,0.95,0.95
2689631,1.43,4.5,5.95,64.18,20.40,15.42,91.78,0.92,0.92,0.92
2694384,2.33,3.26,3.16,40.78,29.15,30.07,95.02,0.95,0.95,0.95
2689376,2.2,3.34,2.97,41.68,27.45,30.87,91.69,0.92,0.92,0.92
2696991,1.92,3.61,3.66,48.63,25.86,25.51,93.36,0.93,0.93,0.93
2685362,2.96,3.46,2.26,31.59,27.03,41.38,93.52,0.94,0.94,0.94
2688302,3.18,3.36,2.17,29.31,27.74,42.95,93.20,0.93,0.93,0.93
2685053,2.73,3.15,2.72,34.84,30.19,34.97,95.11,0.95,0.95,0.95
2686867,2.65,3.24,2.72,35.81,29.29,34.89,94.91,0.95,0.95,0.95
2693502,2.2,3.02,3.71,43.08,31.38,25.54,94.77,0.95,0.95,0.95
2687709,1.74,4.01,4.32,54.45,23.62,21.93,94.74,0.95,0.95,0.95
2685040,2.18,3.27,3.49,43.64,29.10,27.26,95.14,0.95,0.95,0.95
2685045,1.13,8.93,18.42,84.18,10.65,5.16,95.13,0.95,0.95,0.95
2694387,1.41,4.6,7.78,67.22,20.60,12.18,94.77,0.95,0.95,0.95
2686870,1.83,3.95,3.97,51.97,24.08,23.96,95.10,0.95,0.95,0.95
2685037,2.75,3.35,2.59,34.69,28.48,36.83,95.40,0.95,0.95,0.95
2685049,2.86,3.11,2.64,33.30,30.62,36.08,95.24,0.95,0.95,0.95
2687719,2.19,3.46,3.19,43.11,27.29,29.60,94.42,0.94,0.94,0.94
2693512,5.65,4.13,1.58,16.82,23.02,60.16,95.05,0.95,0.95,0.95
2685050,1.49,4.44,6.45,63.83,21.42,14.75,95.11,0.95,0.95,0.95
2686851,1.18,7.88,12.57,80.41,12.04,7.55,94.88,0.95,0.95,0.95
2685051,5.46,4.17,1.59,17.41,22.80,59.79,95.07,0.95,0.95,0.95
2694390,1.86,3.24,4.8,50.98,29.27,19.75,94.82,0.95,0.95,0.95
2687706,1.2,6.74,12.87,78.66,14.00,7.33,94.39,0.94,0.94,0.94
2685047,4.84,3.99,1.68,19.63,23.81,56.56,95.01,0.95,0.95,0.95
2693514,5.4,3.56,1.71,17.62,26.73,55.65,95.16,0.95,0.95,0.95
2693522,1.21,6.74,12.7,78.44,14.08,7.47,94.92,0.95,0.95,0.95
2687702,2.68,2.97,2.87,35.26,31.82,32.92,94.49,0.94,0.95,0.94
2687703,2.6,3.18,2.83,36.55,29.88,33.58,95.02,0.95,0.95,0.95
2687713,1.7,3.4,5.68,55.58,27.79,16.63,94.48,0.94,0.94,0.94
2694391,3.37,3.41,2.16,28.18,27.85,43.97,94.97,0.95,0.95,0.95
2686874,2.72,3.56,2.47,34.90,26.67,38.43,94.93,0.95,0.95,0.95
2687708,1.33,5.53,8.27,71.36,17.16,11.48,94.91,0.95,0.95,0.95
2687710,1.84,3.55,4.31,51.41,26.65,21.95,94.59,0.95,0.95,0.95
2686872,2.67,3.28,2.67,35.54,28.93,35.54,94.88,0.95,0.95,0.95
2696998,1.44,4.39,6.88,65.05,21.34,13.61,93.67,0.94,0.94,0.94
2696999,5.23,3.64,1.65,17.84,25.63,56.54,93.28,0.93,0.93,0.93
2697006,2.05,3.21,3.69,45.58,29.11,25.32,93.43,0.93,0.93,0.93
2697004,2.14,3.29,3.34,43.65,28.39,27.96,93.40,0.93,0.93,0.93
2697005,1.41,4.66,6.91,66.37,20.08,13.54,93.59,0.94,0.94,0.94
2697002,1.6,3.79,5.61,58.57,24.73,16.70,93.71,0.94,0.94,0.94
2886901,2.12,3.45,3.46,44.90,27.59,27.51,95.19,0.95,0.95,0.95
2697008,4.89,3.35,1.76,19.09,27.87,53.04,93.35,0.93,0.93,0.93
2696997,1.6,3.79,5.59,58.53,24.71,16.75,93.66,0.94,0.94,0.94
2697007,3.3,3.34,2.13,28.27,27.93,43.80,93.29,0.93,0.93,0.93
2886906,2.7,3.85,2.38,35.26,24.73,40.01,95.21,0.95,0.95,0.95
2886904,2.69,3.51,2.55,35.44,27.16,37.39,95.35,0.95,0.95,0.95
2886907,1.85,3.54,4.43,51.54,26.94,21.52,95.35,0.95,0.95,0.95
2697001,1.68,3.49,5.29,55.59,26.76,17.65,93.39,0.93,0.93,0.93
2689381,1.98,3.43,3.39,46.27,26.71,27.02,91.61,0.92,0.92,0.92
2693533,2.1,3.23,3.74,45.22,29.40,25.39,94.95,0.95,0.95,0.95
2687696,15.43,7.79,1.16,6.14,12.16,81.69,94.76,0.95,0.95,0.95
