id,主场,客场,比赛,时间,主场得分,客场得分,胜赔率,平赔率,负赔率,胜预测值,平预测值,负预测值
3549653,AC米兰,莱切,意杯,2025-09-24 03:00,3.0,0.0,1.33,5.38,7.88,80,13,7
3499419,本菲卡,里奥阿维,葡超,2025-09-24 03:15,1.0,1.0,1.09,9.42,19.86,90,7,3
3488284,塞维利亚,比利亚,西甲,2025-09-24 03:30,1.0,2.0,3.05,3.41,2.23,22,18,60
3488282,莱万特,皇马,西甲,2025-09-24 03:30,1.0,4.0,7.21,5.10,1.35,8,13,79
3559522,中日德兰,格拉茨风暴,欧联,2025-09-25 00:45,2.0,0.0,1.73,3.94,4.10,29,60,11
3488285,赫塔菲,阿拉维斯,西甲,2025-09-25 01:00,1.0,1.0,2.22,2.94,3.55,60,23,17
3473579,阿尔克马尔,兹沃勒,荷甲,2025-09-25 02:00,2.0,2.0,1.31,5.22,8.29,63,8,29
3559546,贝红星,凯尔特人,欧联,2025-09-25 03:00,1.0,1.0,2.87,3.43,2.31,53,18,29
3559484,布拉加,费耶诺德,欧联,2025-09-25 03:00,1.0,0.0,2.35,3.45,2.78,28,18,54
3549651,科莫,萨索洛,意杯,2025-09-25 03:00,3.0,0.0,1.68,3.68,4.88,69,18,13
3559595,马尔默,卢多戈雷茨,欧联,2025-09-25 03:00,1.0,2.0,1.74,3.77,4.26,68,18,14
3559605,尼斯,罗马,欧联,2025-09-25 03:00,1.0,2.0,2.78,3.35,2.38,54,18,28
3559509,贝蒂斯,诺丁汉森林,欧联,2025-09-25 03:00,2.0,2.0,2.44,3.38,2.68,20,62,18
3559487,弗赖堡,巴塞尔,欧联,2025-09-25 03:00,2.0,1.0,1.69,3.98,4.22,29,11,60
3488290,皇家社会,马略卡,西甲,2025-09-25 03:30,1.0,0.0,1.78,3.40,4.66,28,62,10
3488280,马竞,巴列卡诺,西甲,2025-09-25 03:30,3.0,2.0,1.48,4.03,6.32,33,60,7
3356693,纽约城,迈阿密国际,美职联,2025-09-25 07:40,0.0,4.0,2.17,3.73,2.84,30,17,53
3356538,温哥华白浪,波特兰伐木,美职联,2025-09-25 10:40,1.0,1.0,1.71,3.98,4.12,29,60,11
3559506,里尔,布兰,欧联,2025-09-26 00:45,2.0,1.0,1.42,4.58,6.12,76,15,9
3559490,前进之鹰,布加勒星,欧联,2025-09-26 00:45,0.0,1.0,2.05,3.65,3.14,62,17,21
3488289,奥萨苏纳,埃尔切,西甲,2025-09-26 01:30,1.0,1.0,1.99,3.15,4.00,25,15,60
3559507,费伦茨,比尔森,欧联,2025-09-26 03:00,1.0,1.0,2.31,3.42,2.77,58,18,24
3559512,流浪者,亨克,欧联,2025-09-26 03:00,0.0,1.0,2.20,3.64,2.89,30,17,53
3559502,阿斯顿维拉,博洛尼亚,欧联,2025-09-26 03:00,1.0,0.0,1.66,3.83,4.81,70,18,12
3559604,年轻人,帕纳辛纳,欧联,2025-09-26 03:00,1.0,4.0,2.27,3.46,2.87,22,62,16
3559461,乌德勒支,里昂,欧联,2025-09-26 03:00,0.0,1.0,3.21,3.60,2.04,21,17,62
3559567,斯图加特,塞尔塔,欧联,2025-09-26 03:00,2.0,1.0,1.81,3.87,3.78,27,12,61
3549657,都灵,比萨,意杯,2025-09-26 03:00,1.0,0.0,1.70,3.40,5.00,69,20,11
3559569,萨尔茨堡,波尔图,欧联,2025-09-26 03:00,0.0,1.0,3.13,3.44,2.09,21,18,61
3488286,皇家奥维耶多,巴萨,西甲,2025-09-26 03:30,1.0,3.0,8.03,5.52,1.31,8,12,80
3566093,VPS瓦萨,哈卡,芬超,2025-09-26 23:00,1.0,0.0,1.94,3.62,3.35,64,16,20
3485483,沙尔克,菲尔特,德乙,2025-09-27 00:30,1.0,0.0,1.92,3.70,3.44,64,17,19
3485476,达姆施塔特,德累斯顿,德乙,2025-09-27 00:30,2.0,0.0,1.81,3.90,3.80,28,61,11
3538969,格勒诺布尔,巴斯蒂亚,法乙,2025-09-27 02:00,0.0,0.0,3.74,3.15,2.07,17,21,62
3538972,罗德兹,波城,法乙,2025-09-27 02:00,1.0,2.0,1.83,3.50,3.75,65,19,16
3473560,特温特,福图纳,荷甲,2025-09-27 02:00,3.0,2.0,1.48,4.56,5.67,59,9,32
3538967,克莱蒙,勒芒,法乙,2025-09-27 02:00,1.0,1.0,2.30,3.18,2.85,58,19,23
3538974,特鲁瓦,昂纳西,法乙,2025-09-27 02:00,3.0,1.0,1.61,3.80,4.80,30,12,58
3538971,南锡,兰斯,法乙,2025-09-27 02:00,0.0,1.0,2.65,3.05,2.55,23,51,26
3478127,多德勒支,格拉夫夏普,荷乙,2025-09-27 02:00,1.0,1.0,2.22,3.79,2.65,59,16,25
3478130,马斯特,埃门,荷乙,2025-09-27 02:00,1.0,0.0,2.89,3.55,2.16,23,17,60
3478128,赫尔蒙德,埃因FC,荷乙,2025-09-27 02:00,1.0,0.0,1.80,3.70,3.79,27,61,12
3478131,奥斯,罗达JC,荷乙,2025-09-27 02:10,1.0,2.0,3.11,3.49,2.05,14,62,24
3476919,拜仁,不莱梅,德甲,2025-09-27 02:30,4.0,0.0,1.09,10.85,18.51,61,37,2
3477254,斯特拉斯堡,马赛,法甲,2025-09-27 02:45,1.0,2.0,3.39,3.64,1.99,20,17,63
3488307,赫罗纳,西班牙人,西甲,2025-09-27 03:00,0.0,0.0,2.34,3.39,2.87,28,19,53
3481483,西布罗姆,莱斯特城,英冠,2025-09-27 03:00,1.0,1.0,2.26,3.33,3.05,22,63,15
3499466,本菲卡,吉尔维森特,葡超,2025-09-27 03:15,2.0,1.0,1.11,8.30,20.39,89,8,3
3359651,札幌冈萨多,仙台七夕,日职乙,2025-09-27 13:00,0.0,3.0,3.05,3.34,2.11,21,18,61
3373964,江原FC,大田市民,韩K联,2025-09-27 13:00,0.0,0.0,2.09,3.25,3.19,23,14,63
3359277,町田泽维亚,冈山绿雉,日职联,2025-09-27 15:00,1.0,0.0,1.59,3.80,5.26,31,61,8
3373965,金泉尚武,浦项铁人,韩K联,2025-09-27 15:30,2.0,0.0,2.21,3.37,2.86,59,18,23
3359244,名古屋鲸八,鹿岛鹿角,日职联,2025-09-27 16:00,0.0,4.0,2.82,3.28,2.40,54,18,28
3359316,东京绿茵,浦和红钻,日职联,2025-09-27 17:00,0.0,0.0,2.70,2.97,2.71,25,52,23
3359240,福冈黄蜂,广岛三箭,日职联,2025-09-27 17:00,1.0,2.0,4.00,3.30,1.92,16,20,64
3359664,山形山神,山口雷法,日职乙,2025-09-27 17:00,2.0,1.0,2.08,3.24,3.27,61,20,19
3359280,神户胜利船,清水心跳,日职联,2025-09-27 18:00,2.0,1.0,1.58,3.92,5.27,31,12,57
3368333,FC首尔,全北现代,韩K联,2025-09-27 18:00,1.0,1.0,2.29,3.33,2.79,58,19,23
3485481,帕德博恩,凯泽斯劳滕,德乙,2025-09-27 19:00,2.0,0.0,1.91,3.70,3.38,64,16,20
3471742,布伦特福德,曼联,英超,2025-09-27 19:30,3.0,1.0,2.93,3.58,2.19,15,62,23
3481485,斯旺西,米尔沃尔,英冠,2025-09-27 19:30,1.0,1.0,2.10,3.19,3.50,24,14,62
3538968,敦刻尔克,亚眠,法乙,2025-09-27 20:00,6.0,2.0,1.72,3.47,4.55,68,19,13
3488301,赫塔菲,莱万特,西甲,2025-09-27 20:00,1.0,1.0,1.98,3.11,4.09,64,22,14
3467142,科莫,克雷莫纳,意甲,2025-09-27 21:00,1.0,1.0,1.47,4.21,6.64,34,60,6
3476925,圣保利,勒沃库森,德甲,2025-09-27 21:30,1.0,2.0,3.25,3.58,2.08,14,62,24
3476927,沃尔夫斯堡,莱比锡,德甲,2025-09-27 21:30,0.0,1.0,2.52,3.68,2.51,57,16,27
3476924,美因茨,多特蒙德,德甲,2025-09-27 21:30,0.0,2.0,3.15,3.69,2.07,21,17,62
3476923,海登海姆,奥格斯堡,德甲,2025-09-27 21:30,2.0,1.0,2.61,3.37,2.59,56,18,26
3471747,利兹联,伯恩茅斯,英超,2025-09-27 22:00,2.0,2.0,2.74,3.26,2.50,54,19,27
3471749,曼城,伯恩利,英超,2025-09-27 22:00,5.0,1.0,1.19,6.73,12.40,85,10,5
3471744,水晶宫,利物浦,英超,2025-09-27 22:00,2.0,1.0,4.20,3.77,1.79,60,12,28
3481477,南安普顿,米德尔斯堡,英冠,2025-09-27 22:00,1.0,1.0,2.21,3.46,2.95,22,62,16
3471743,切尔西,布莱顿,英超,2025-09-27 22:00,1.0,3.0,1.66,3.91,4.66,70,17,13
3488297,马竞,皇马,西甲,2025-09-27 22:15,5.0,2.0,2.73,3.52,2.45,25,18,57
3473568,阿贾克斯,布雷达,荷甲,2025-09-27 22:30,2.0,1.0,1.18,7.20,11.91,86,10,4
3477249,洛里昂,摩纳哥,法甲,2025-09-27 23:00,3.0,1.0,4.63,4.17,1.62,13,16,71
3467143,尤文,亚特兰大,意甲,2025-09-28 00:00,1.0,1.0,1.86,3.49,4.15,27,62,11
3488304,马略卡,阿拉维斯,西甲,2025-09-28 00:30,1.0,0.0,2.29,2.97,3.37,29,53,18
3476920,门兴,法兰克福,德甲,2025-09-28 00:30,4.0,6.0,2.94,3.70,2.14,23,16,61
3471754,诺丁汉森林,桑德兰,英超,2025-09-28 00:30,0.0,1.0,1.78,3.58,4.25,67,19,14
3467141,卡利亚里,国米,意甲,2025-09-28 02:45,0.0,2.0,5.30,4.03,1.59,11,17,72
3488305,比利亚,毕尔巴鄂,西甲,2025-09-28 03:00,1.0,0.0,1.99,3.52,3.66,25,13,62
3471758,热刺,狼队,英超,2025-09-28 03:00,1.0,1.0,1.55,4.18,5.26,32,60,8
3477252,巴黎,欧塞尔,法甲,2025-09-28 03:05,2.0,0.0,1.16,7.65,13.64,87,9,4
3499468,埃斯托里尔,葡萄牙体育,葡超,2025-09-28 03:30,0.0,1.0,8.47,5.28,1.28,6,13,81
3356735,纽约红牛,纽约城,美职联,2025-09-28 07:40,2.0,3.0,2.27,3.50,2.80,59,17,24
3359621,秋田,长崎成功丸,日职乙,2025-09-28 12:00,0.0,0.0,3.64,3.40,1.88,12,62,26
3359681,水户蜀葵,藤枝FC,日职乙,2025-09-28 13:00,2.0,0.0,1.82,3.49,3.76,65,19,16
3359659,富山胜利,德岛漩涡,日职乙,2025-09-28 14:00,1.0,3.0,3.57,3.13,1.97,16,51,33
3368253,安养FC,光州FC,韩K联,2025-09-28 15:30,0.0,0.0,2.58,3.11,2.57,25,20,55
3368240,济州SK FC,水原FC,韩K联,2025-09-28 15:30,3.0,4.0,2.44,3.44,2.58,27,18,55
3359290,横滨FC,湘南海洋,日职联,2025-09-28 16:00,1.0,0.0,2.09,3.19,3.46,24,14,62
3359248,FC东京,横滨水手,日职联,2025-09-28 17:00,2.0,3.0,2.04,3.50,3.29,24,13,63
3359262,川崎前锋,柏太阳神,日职联,2025-09-28 18:00,4.0,4.0,2.63,3.43,2.47,55,18,27
3473589,奈梅亨,阿尔克马尔,荷甲,2025-09-28 18:15,2.0,1.0,3.11,3.64,2.02,21,17,62
3467148,萨索洛,乌迪内斯,意甲,2025-09-28 18:30,3.0,1.0,2.31,3.26,3.02,29,51,20
3485480,纽伦堡,柏林赫塔,德乙,2025-09-28 19:30,0.0,3.0,2.40,3.46,2.64,21,62,17
3488303,巴列卡诺,塞维利亚,西甲,2025-09-28 20:00,0.0,1.0,2.09,3.26,3.57,32,51,17
3473660,格罗宁根,费耶诺德,荷甲,2025-09-28 20:30,0.0,1.0,4.57,4.04,1.64,13,17,70
3365162,布兰,腓特烈斯塔,挪超,2025-09-28 20:30,1.0,0.0,1.56,4.16,5.10,32,10,58
3471740,阿斯顿维拉,富勒姆,英超,2025-09-28 21:00,3.0,1.0,1.96,3.42,3.67,25,62,13
3467147,比萨,佛罗伦萨,意甲,2025-09-28 21:00,0.0,0.0,3.37,3.30,2.15,63,14,23
3477251,尼斯,巴黎FC,法甲,2025-09-28 21:00,1.0,1.0,1.92,3.63,3.62,26,61,13
3467140,罗马,维罗纳,意甲,2025-09-28 21:00,2.0,0.0,1.41,4.36,8.13,61,10,29
3476922,弗赖堡,霍芬海姆,德甲,2025-09-28 21:30,1.0,1.0,2.17,3.63,3.02,31,17,52
3488306,埃尔切,塞尔塔,西甲,2025-09-28 22:15,2.0,1.0,2.68,3.17,2.66,25,20,55
3373321,索尔纳,哥德堡盖斯,瑞典超,2025-09-28 22:30,1.0,1.0,2.17,3.25,3.17,23,63,14
3365196,汉坎,罗森博格,挪超,2025-09-28 23:00,4.0,0.0,3.73,3.68,1.83,61,12,27
3477248,里尔,里昂,法甲,2025-09-28 23:15,0.0,1.0,2.21,3.50,3.03,60,18,22
3476921,科隆,斯图加特,德甲,2025-09-28 23:30,1.0,2.0,2.77,3.60,2.31,24,17,59
3471751,纽卡斯尔,阿森纳,英超,2025-09-28 23:30,1.0,2.0,3.00,3.42,2.20,15,62,23
3467144,莱切,博洛尼亚,意甲,2025-09-29 00:00,2.0,2.0,3.98,3.23,1.99,60,15,25
3488299,巴萨,皇家社会,西甲,2025-09-29 00:30,2.0,1.0,1.29,5.88,9.27,82,12,6
3499467,布拉加,马德拉国民,葡超,2025-09-29 01:00,0.0,1.0,1.41,4.46,6.93,60,34,6
3476926,柏林联合,汉堡,德甲,2025-09-29 01:30,0.0,0.0,2.06,3.43,3.42,24,14,62
3477253,雷恩,朗斯,法甲,2025-09-29 02:45,0.0,0.0,2.40,3.39,2.76,58,18,24
3467139,AC米兰,那不勒斯,意甲,2025-09-29 02:45,2.0,1.0,2.58,3.22,2.74,56,19,25
3488300,贝蒂斯,奥萨苏纳,西甲,2025-09-29 03:00,2.0,0.0,1.70,3.81,4.68,69,18,13
3356697,辛辛那提,奥兰多城,美职联,2025-09-29 07:10,1.0,1.0,2.25,3.72,2.77,22,61,17
3544502,纳萨夫,利雅得新月,亚精英赛,2025-09-29 21:45,2.0,3.0,6.95,5.37,1.31,9,12,79
3566065,赫尔辛基,埃尔维斯,芬超,2025-09-30 00:00,2.0,2.0,2.11,3.84,2.83,61,16,23
3467146,帕尔马,都灵,意甲,2025-09-30 00:30,2.0,1.0,2.20,3.17,3.24,60,21,19
3373323,佐加顿斯,天狼星,瑞典超,2025-09-30 01:00,8.0,2.0,1.81,3.78,3.87,66,18,16
3373328,奥斯达,哥德堡,瑞典超,2025-09-30 01:10,0.0,2.0,3.25,3.54,2.06,51,17,32
3478137,罗达JC,坎布尔,荷乙,2025-09-30 02:00,1.0,1.0,2.50,3.50,2.37,56,17,27
3478135,海牙,奥斯,荷乙,2025-09-30 02:00,5.0,1.0,1.18,7.00,9.00,84,10,6
3478134,格拉夫夏普,阿尔梅勒城,荷乙,2025-09-30 02:00,3.0,2.0,2.30,3.40,2.62,58,17,25
3544513,多哈杜海勒,吉达国民,亚精英赛,2025-09-30 02:15,2.0,2.0,6.33,5.54,1.31,9,12,79
3538966,布洛涅,红星,法乙,2025-09-30 02:45,1.0,2.0,3.17,3.10,2.21,19,51,30
3467145,热那亚,拉齐奥,意甲,2025-09-30 02:45,0.0,3.0,3.23,3.19,2.26,19,51,30
3499465,阿罗卡,波尔图,葡超,2025-09-30 03:00,0.0,4.0,7.21,4.57,1.39,5,34,61
3471745,埃弗顿,西汉姆联,英超,2025-09-30 03:00,1.0,1.0,1.83,3.45,4.27,66,19,15
3544569,FC首尔,武里南联,亚精英赛,2025-09-30 18:00,3.0,0.0,1.76,3.45,3.65,27,12,61
3544575,广岛三箭,上海海港,亚精英赛,2025-09-30 18:00,1.0,1.0,1.22,5.20,8.25,51,11,38
3544564,柔佛,町田泽维亚,亚精英赛,2025-09-30 20:15,0.0,0.0,2.80,3.25,2.14,53,18,29
3544548,成都蓉城,江原FC,亚精英赛,2025-09-30 20:15,1.0,0.0,1.59,3.65,4.35,69,17,14
3559079,凯拉特,皇马,欧冠,2025-10-01 00:45,0.0,5.0,19.74,9.45,1.09,3,37,60
3559010,亚特兰大,布鲁日,欧冠,2025-10-01 00:45,2.0,1.0,1.86,3.85,3.69,27,12,61
3488308,巴伦西亚,皇家奥维耶多,西甲,2025-10-01 02:00,1.0,2.0,1.70,3.58,5.00,69,19,12
3478143,威廉二世,赫尔蒙德,荷乙,2025-10-01 02:00,1.0,0.0,1.79,3.58,3.74,27,12,61
3478139,埃因FC,多德勒支,荷乙,2025-10-01 02:00,2.0,2.0,2.82,3.50,2.17,23,17,60
3544533,吉达联合,迪拜青年国民,亚精英赛,2025-10-01 02:15,0.0,1.0,1.41,4.20,5.30,74,15,11
3481499,谢菲联,南安普顿,英冠,2025-10-01 02:45,1.0,2.0,2.26,3.48,2.92,29,18,53
3481501,布莱克本,斯旺西,英冠,2025-10-01 02:45,1.0,2.0,2.45,3.11,2.80,57,19,24
3481492,布城,伊普斯维奇,英冠,2025-10-01 02:45,1.0,1.0,3.04,3.32,2.21,52,18,30
3481504,莱斯特城,雷克瑟姆,英冠,2025-10-01 02:45,1.0,1.0,1.66,3.87,4.72,70,17,13
3481497,米德尔斯堡,斯托克城,英冠,2025-10-01 02:45,0.0,0.0,1.86,3.46,4.00,27,13,60
3559017,马竞,法兰克福,欧冠,2025-10-01 03:00,5.0,1.0,1.64,4.02,4.74,70,17,13
3559071,国米,斯拉维亚,欧冠,2025-10-01 03:00,3.0,0.0,1.34,5.12,7.45,62,33,5
3559066,加拉塔萨雷,利物浦,欧冠,2025-10-01 03:00,1.0,0.0,4.44,4.46,1.61,59,10,31
3559109,帕福斯FC,拜仁,欧冠,2025-10-01 03:00,1.0,5.0,14.49,7.77,1.14,3,39,58
3559088,马赛,阿贾克斯,欧冠,2025-10-01 03:00,4.0,0.0,1.56,4.23,5.07,72,16,12
3559043,博德,热刺,欧冠,2025-10-01 03:00,2.0,2.0,3.01,3.74,2.12,22,17,61
3559046,切尔西,本菲卡,欧冠,2025-10-01 03:00,1.0,0.0,1.53,4.32,5.53,33,59,8
3464461,智利U20,日本U20,世青赛,2025-10-01 07:00,0.0,2.0,2.86,3.36,2.29,16,62,22
3356774,迈阿密国际,芝加哥火焰,美职联,2025-10-01 07:30,3.0,5.0,1.68,4.20,3.88,29,11,60
3373968,浦项铁人,大田市民,韩K联,2025-10-05 13:00,1.0,3.0,2.01,3.34,3.34,24,14,62
3359683,德岛漩涡,FC今治,日职乙,2025-10-05 13:00,1.0,0.0,2.52,2.95,2.74,56,20,24
3359252,鹿岛鹿角,大阪钢巴,日职联,2025-10-05 14:00,0.0,0.0,2.24,3.39,2.95,29,19,52
3359629,爱媛FC,水户蜀葵,日职乙,2025-10-05 15:00,1.0,3.0,4.51,3.55,1.69,13,19,68
3373969,江原FC,安养FC,韩K联,2025-10-05 15:30,1.0,1.0,2.00,3.26,3.54,63,20,17
3373970,水原FC,FC首尔,韩K联,2025-10-05 15:30,1.0,1.0,3.37,3.48,1.99,20,17,63
3473573,特温特,赫拉克勒斯,荷甲,2025-10-05 18:15,2.0,1.0,1.33,5.10,7.42,79,13,8
3467157,乌迪内斯,卡利亚里,意甲,2025-10-05 18:30,1.0,1.0,2.19,3.20,3.30,23,14,63
3481523,伊普斯维奇,诺维奇,英冠,2025-10-05 19:00,3.0,1.0,1.60,3.96,4.99,71,17,12
3485484,比勒菲尔德,沙尔克,德乙,2025-10-05 19:30,1.0,2.0,2.22,3.61,2.79,60,16,24
3488324,阿拉维斯,埃尔切,西甲,2025-10-05 20:00,3.0,1.0,2.24,3.02,3.45,22,16,62
3473571,费耶诺德,乌德勒支,荷甲,2025-10-05 20:30,3.0,2.0,1.50,4.33,5.68,74,16,10
3467150,博洛尼亚,比萨,意甲,2025-10-05 21:00,4.0,0.0,1.56,3.81,5.88,32,61,7
3477260,里昂,图卢兹,法甲,2025-10-05 21:00,1.0,2.0,1.80,3.72,3.98,67,18,15
3472000,埃弗顿,水晶宫,英超,2025-10-05 21:00,2.0,1.0,2.31,3.16,3.05,29,19,52
3471775,狼队,布莱顿,英超,2025-10-05 21:00,1.0,1.0,3.38,3.45,2.04,20,18,62
3467151,佛罗伦萨,罗马,意甲,2025-10-05 21:00,1.0,2.0,2.94,3.33,2.35,53,19,28
3471767,阿斯顿维拉,伯恩利,英超,2025-10-05 21:00,2.0,1.0,1.54,4.02,5.52,57,11,32
3471774,纽卡斯尔,诺丁汉森林,英超,2025-10-05 21:00,2.0,0.0,1.67,3.85,4.67,70,17,13
3476935,斯图加特,海登海姆,德甲,2025-10-05 21:30,1.0,0.0,1.44,4.78,5.98,76,14,10
3566068,国际图尔库,古比斯,芬超,2025-10-05 22:00,0.0,3.0,2.00,3.48,3.32,25,12,63
3488330,塞维利亚,巴萨,西甲,2025-10-05 22:15,4.0,1.0,5.39,4.97,1.48,32,9,59
3373336,天狼星,马尔默,瑞典超,2025-10-05 22:30,5.0,1.0,3.31,3.60,1.99,20,17,63
3473570,阿尔克马尔,特尔斯达,荷甲,2025-10-05 22:45,2.0,1.0,1.26,5.84,9.19,82,12,6
3365128,腓特烈斯塔,汉坎,挪超,2025-10-05 23:00,1.0,1.0,1.68,3.76,4.38,69,18,13
3477262,摩纳哥,尼斯,法甲,2025-10-05 23:15,2.0,2.0,1.73,4.04,4.07,29,60,11
3476933,汉堡,美因茨,德甲,2025-10-05 23:30,4.0,0.0,2.65,3.57,2.42,25,17,58
3471993,布伦特福德,曼城,英超,2025-10-05 23:30,0.0,1.0,4.57,4.13,1.62,59,10,31
3467155,那不勒斯,热那亚,意甲,2025-10-06 00:00,2.0,1.0,1.43,4.31,7.33,60,10,30
3488331,西班牙人,贝蒂斯,西甲,2025-10-06 00:30,1.0,2.0,2.61,3.40,2.56,18,62,20
3488340,皇家社会,巴列卡诺,西甲,2025-10-06 00:30,0.0,1.0,2.07,3.35,3.47,62,20,18
3476930,门兴,弗赖堡,德甲,2025-10-06 01:30,0.0,0.0,2.42,3.53,2.66,57,18,25
3499480,葡萄牙体育,布拉加,葡超,2025-10-06 02:15,1.0,1.0,1.47,4.29,6.00,75,16,9
3477259,里尔,巴黎,法甲,2025-10-06 02:45,1.0,1.0,4.44,4.15,1.67,14,16,70
3467153,尤文,AC米兰,意甲,2025-10-06 02:45,0.0,0.0,2.34,3.32,2.99,29,18,53
3488332,塞尔塔,马竞,西甲,2025-10-06 03:00,1.0,1.0,3.74,3.55,1.90,16,19,65
3499476,波尔图,本菲卡,葡超,2025-10-06 04:15,0.0,0.0,2.15,3.31,3.20,31,18,51
3356771,洛杉矶FC,亚特兰大联,美职联,2025-10-06 09:10,1.0,0.0,1.50,4.36,5.39,74,15,11
3541470,雷丁,米尔顿凯恩斯,英锦赛,2025-10-08 02:00,1.0,0.0,2.27,3.35,2.54,28,17,55
3541500,索尔福德市,斯托克港,英锦赛,2025-10-08 02:00,3.0,1.0,2.83,3.47,2.05,22,17,61
3541513,格林斯比,唐卡斯特,英锦赛,2025-10-08 02:00,0.0,3.0,2.37,3.35,2.45,20,62,18
3541523,罗瑟汉姆,奥尔德姆,英锦赛,2025-10-08 02:00,3.0,2.0,1.96,3.32,3.15,24,62,14
3541475,斯蒂夫尼奇,布罗姆利,英锦赛,2025-10-08 02:00,2.0,1.0,1.64,3.65,4.00,29,11,60
3541493,剑桥联,卢顿,英锦赛,2025-10-08 02:00,3.0,1.0,3.30,3.30,1.90,62,13,25
3541482,莱顿东方,克劳利,英锦赛,2025-10-08 02:00,2.0,1.0,1.50,4.05,4.50,31,59,10
3541466,沃尔索尔,北安普顿,英锦赛,2025-10-08 02:00,0.0,1.0,2.01,3.15,3.15,24,13,63
3541540,切斯特菲尔德,伯顿,英锦赛,2025-10-08 02:00,1.0,0.0,1.84,3.50,3.30,64,17,19
3541535,阿克灵顿,维尔港,英锦赛,2025-10-08 02:45,0.0,2.0,3.65,3.35,1.78,12,62,26
3541455,卡迪夫城,纽波特郡,英锦赛,2025-10-08 02:45,0.0,1.0,1.17,5.60,9.75,83,12,5
3591739,智利U20,墨西哥U20,世青赛,2025-10-08 07:00,1.0,4.0,2.85,2.97,2.25,21,51,28
3571118,横滨FC,广岛三箭,日联杯,2025-10-08 18:00,0.0,2.0,4.62,3.28,1.71,12,20,68
3571117,川崎前锋,柏太阳神,日联杯,2025-10-08 18:00,3.0,1.0,2.39,3.41,2.56,27,18,55
3512635,阿曼,卡塔尔,世亚预,2025-10-08 23:00,0.0,0.0,7.10,4.10,1.43,8,16,76
3512634,印尼,沙特,世亚预,2025-10-09 01:15,2.0,3.0,7.50,4.50,1.38,5,34,61
3591811,洛杉矶FC,多伦多FC,美职联,2025-10-09 10:30,2.0,0.0,1.49,4.20,5.63,74,16,10
3589816,英格兰,威尔士,国际友谊,2025-10-10 02:45,3.0,0.0,1.32,4.92,8.79,63,33,4
3352130,奥地利,圣马力诺,世欧预,2025-10-10 02:45,10.0,0.0,1.00,29.00,67.00,97,3,0
3352260,苏格兰,希腊,世欧预,2025-10-10 02:45,3.0,1.0,2.63,3.13,2.70,25,20,55
3352178,法罗群岛,黑山,世欧预,2025-10-10 02:45,4.0,0.0,3.83,3.33,1.99,61,14,25
3352164,塞浦路斯,波黑,世欧预,2025-10-10 02:45,2.0,2.0,4.67,3.61,1.73,59,12,29
3353536,捷克,克罗地亚,世欧预,2025-10-10 02:45,0.0,0.0,2.97,3.26,2.35,53,19,28
3352186,哈萨克斯坦,列支敦士登,世欧预,2025-10-10 22:00,4.0,0.0,1.11,8.67,25.00,60,7,33
3352269,瑞典,瑞士,世欧预,2025-10-11 02:45,0.0,2.0,2.48,3.29,2.74,57,19,24
3352258,北爱尔兰,斯洛伐克,世欧预,2025-10-11 02:45,2.0,0.0,2.71,3.09,2.63,25,52,23
3352254,科索沃,斯洛文尼亚,世欧预,2025-10-11 02:45,0.0,0.0,2.83,3.23,2.46,22,51,27
3352089,法国,阿塞拜疆,世欧预,2025-10-11 02:45,3.0,0.0,1.02,17.00,41.00,95,4,1
3352102,比利时,北马其顿,世欧预,2025-10-11 02:45,0.0,0.0,1.16,6.92,16.67,87,10,3
3352084,德国,卢森堡,世欧预,2025-10-11 02:45,4.0,0.0,1.07,13.50,31.00,63,4,33
3479096,北安普顿,罗瑟汉姆,英甲,2025-10-11 21:00,1.0,2.0,2.17,3.20,3.14,30,19,51
3352190,拉脱维亚,安道尔,世欧预,2025-10-11 21:00,2.0,2.0,1.50,3.76,6.67,74,18,8
3479092,埃克塞特城,雷丁,英甲,2025-10-11 22:00,1.0,1.0,2.39,3.33,2.70,21,62,17
3479098,斯托克港,布莱克浦,英甲,2025-10-11 22:00,1.0,0.0,1.81,3.54,3.94,27,13,60
3479089,AFC温布尔登,维尔港,英甲,2025-10-11 22:00,1.0,1.0,2.40,3.10,2.87,57,20,23
3479091,伯顿,博尔顿,英甲,2025-10-11 22:00,3.0,0.0,4.44,3.77,1.67,13,18,69
3479099,维冈竞技,韦康比流浪者,英甲,2025-10-11 22:00,0.0,1.0,2.54,3.14,2.58,26,19,55
3479093,莱顿东方,唐卡斯特,英甲,2025-10-11 22:00,4.0,0.0,2.22,3.30,2.87,29,18,53
3352248,匈牙利,亚美尼亚,世欧预,2025-10-12 00:00,2.0,0.0,1.45,4.19,6.82,75,16,9
3478164,埃门,埃因FC,荷乙,2025-10-12 00:45,6.0,0.0,1.65,3.87,4.28,69,17,14
3353545,葡萄牙,爱尔兰,世欧预,2025-10-12 02:45,1.0,0.0,1.21,5.78,14.24,85,12,3
3353547,西班牙,格鲁吉亚,世欧预,2025-10-12 02:45,2.0,0.0,1.08,9.58,22.79,61,37,2
3353546,爱沙尼亚,意大利,世欧预,2025-10-12 02:45,1.0,3.0,21.42,9.04,1.10,2,8,90
3352228,塞尔维亚,阿尔巴尼亚,世欧预,2025-10-12 02:45,0.0,1.0,1.69,3.53,5.00,69,19,12
